Temperature ( C) , Humidity ( %) , Light ( lx) , Battery ( %) , Solar Panel ( V) , Carbon Monxide ( kOhm) , Nitrogen Dioxide ( kOhm) , Noise ( dB) , UTC
18.50,57.20,4540.80,60.20,0.00,406.30,23.40,1.00,2016-01-21 22:35:01
18.50,57.20,4540.80,60.20,0.00,403.33,23.43,1.00,2016-01-21 22:35:31
18.50,57.20,4540.80,60.10,0.00,403.33,23.46,1.00,2016-01-21 22:36:01
18.50,57.40,4540.80,60.20,0.00,406.32,23.49,1.00,2016-01-21 22:36:31
18.50,57.30,4540.80,60.20,0.00,406.26,23.51,1.00,2016-01-21 22:37:01
18.50,57.30,4540.80,60.30,0.00,403.12,23.50,1.00,2016-01-21 22:37:31
18.50,57.30,4540.80,60.10,0.00,403.42,23.51,1.00,2016-01-21 22:38:01
18.50,57.30,4540.80,60.20,0.00,403.22,23.41,1.00,2016-01-21 22:38:32
18.40,57.40,4540.80,59.80,0.00,403.26,23.41,1.00,2016-01-21 22:39:02
18.40,57.50,4540.80,59.80,0.00,403.13,23.41,1.00,2016-01-21 22:39:32
18.50,57.50,4540.80,59.70,0.00,406.39,23.50,1.00,2016-01-21 22:40:02
18.50,57.40,4540.80,59.70,0.00,403.31,23.52,1.00,2016-01-21 22:40:32
18.50,57.20,4540.80,59.70,0.00,403.36,23.43,1.00,2016-01-21 22:41:02
18.50,57.30,4540.80,59.80,0.00,403.24,23.51,1.00,2016-01-21 22:41:32
18.40,57.50,4540.80,59.80,0.00,403.22,23.51,1.00,2016-01-21 22:42:02
18.40,57.50,4540.80,59.80,0.00,403.25,23.51,1.00,2016-01-21 22:42:32
18.40,57.50,4540.80,59.80,0.00,403.25,23.51,1.00,2016-01-21 22:43:02
18.40,57.60,4540.80,59.80,0.00,403.25,23.52,1.00,2016-01-21 22:43:32
18.40,57.40,4540.80,59.80,0.00,403.19,23.51,1.00,2016-01-21 22:44:02
18.40,57.40,4540.80,59.80,0.00,403.27,23.52,1.00,2016-01-21 22:44:32
18.40,57.50,4540.80,59.80,0.00,403.26,23.52,1.00,2016-01-21 22:45:03
18.40,57.50,4540.80,59.80,0.00,406.35,23.52,1.00,2016-01-21 22:45:33
18.50,57.40,4540.80,59.70,0.00,406.38,23.63,1.00,2016-01-21 22:46:03
18.60,57.30,4540.80,59.40,0.00,406.29,23.63,1.00,2016-01-21 22:46:33
18.50,57.20,4540.80,59.40,0.00,407.23,23.62,1.00,2016-01-21 22:47:03
18.40,57.40,4540.80,59.40,0.00,403.16,23.62,1.00,2016-01-21 22:47:33
18.40,57.40,4540.80,59.40,0.00,406.29,23.63,1.00,2016-01-21 22:48:03
18.50,57.30,4540.80,59.30,0.00,403.35,23.64,1.00,2016-01-21 22:48:33
18.40,57.20,4540.80,59.40,0.00,403.25,23.63,1.00,2016-01-21 22:49:03
18.40,57.40,4540.80,59.40,0.00,403.21,23.62,1.00,2016-01-21 22:49:33
18.40,57.30,4540.80,59.40,0.00,403.26,23.63,1.00,2016-01-21 22:50:03
18.50,57.40,4540.80,59.40,0.00,406.30,23.63,1.00,2016-01-21 22:50:33
18.50,57.20,4540.80,59.40,0.00,403.19,23.62,1.00,2016-01-21 22:51:03
18.50,57.10,4540.80,59.30,0.00,406.38,23.63,1.00,2016-01-21 22:51:34
18.50,57.20,4540.80,59.30,0.00,406.35,23.63,1.00,2016-01-21 22:52:04
18.50,57.20,4540.80,59.40,0.00,403.16,23.62,1.00,2016-01-21 22:52:34
18.50,57.10,4540.80,59.00,0.00,406.30,23.63,1.00,2016-01-21 22:53:04
18.50,57.20,4540.80,59.00,0.00,406.32,23.63,1.00,2016-01-21 22:53:34
18.50,57.20,4540.80,59.00,0.00,406.17,23.62,1.00,2016-01-21 22:54:04
18.50,57.10,4540.80,59.00,0.00,403.22,23.63,1.00,2016-01-21 22:54:34
18.40,57.20,4540.80,58.90,0.00,400.68,23.64,1.00,2016-01-21 22:55:04
18.40,57.30,4540.80,58.90,0.00,406.26,23.63,1.00,2016-01-21 22:55:34
18.40,57.30,4540.80,59.00,0.00,406.22,23.72,1.00,2016-01-21 22:56:04
18.50,57.30,4540.80,59.00,0.00,403.21,23.74,1.00,2016-01-21 22:56:34
18.50,57.30,4540.80,59.00,0.00,406.28,23.74,1.00,2016-01-21 22:57:04
18.40,57.30,4540.80,59.00,0.00,403.07,23.73,1.00,2016-01-21 22:57:35
18.40,57.30,4540.80,59.00,0.00,403.20,23.64,1.00,2016-01-21 22:58:05
18.40,57.50,4540.80,59.00,0.00,406.27,23.74,1.00,2016-01-21 22:58:35
18.40,57.40,4540.80,59.00,0.00,406.30,23.74,1.00,2016-01-21 22:59:05
18.40,57.40,4540.80,58.50,0.00,406.30,23.74,1.00,2016-01-21 22:59:35
18.50,57.20,4540.80,58.50,0.00,406.27,23.74,1.00,2016-01-21 23:00:05
18.50,57.20,4540.80,58.60,0.00,406.18,23.73,1.00,2016-01-21 23:00:35
18.40,57.10,4540.80,58.50,0.00,403.23,23.74,1.00,2016-01-21 23:01:05
18.40,57.20,4540.80,58.50,0.00,403.19,23.74,1.00,2016-01-21 23:01:35
18.40,57.30,4540.80,58.50,0.00,403.21,23.74,1.00,2016-01-21 23:02:05
18.40,57.20,4540.80,58.50,0.00,403.17,23.74,1.00,2016-01-21 23:02:35
18.30,57.50,4540.80,58.50,0.00,403.05,23.74,1.00,2016-01-21 23:03:05
18.40,57.50,4540.80,58.50,0.00,403.30,23.77,1.00,2016-01-21 23:03:35
18.40,57.40,4540.80,58.50,0.00,405.67,23.85,1.00,2016-01-21 23:04:06
18.50,57.30,4540.80,58.50,0.00,406.29,23.85,1.00,2016-01-21 23:04:36
18.50,57.10,4540.80,58.50,0.00,406.23,23.85,1.00,2016-01-21 23:05:06
18.50,57.20,4540.80,58.50,0.00,403.85,23.85,1.00,2016-01-21 23:05:36
18.40,57.20,4540.80,58.00,0.00,403.26,23.85,1.00,2016-01-21 23:06:06
18.40,57.20,4540.80,58.00,0.00,403.24,23.75,1.00,2016-01-21 23:06:36
18.40,57.30,4540.80,58.20,0.00,406.16,23.84,1.00,2016-01-21 23:07:06
18.50,57.20,4540.80,58.00,0.00,406.33,23.86,1.00,2016-01-21 23:07:36
18.40,57.10,4540.80,58.10,0.00,403.10,23.84,1.00,2016-01-21 23:08:06
18.40,57.20,4540.80,58.20,0.00,406.15,23.84,1.00,2016-01-21 23:08:36
18.50,57.20,4540.80,58.10,0.00,406.29,23.85,1.00,2016-01-21 23:09:06
18.40,57.10,4540.80,58.10,0.00,402.60,23.85,1.00,2016-01-21 23:09:36
18.40,57.30,4540.80,58.10,0.00,406.22,23.85,49.48,2016-01-21 23:10:07
18.40,57.30,4540.80,58.10,0.00,405.76,23.85,1.00,2016-01-21 23:10:37
18.40,57.30,4540.80,58.10,0.00,406.19,23.96,1.00,2016-01-21 23:11:07
18.40,57.30,4540.80,58.10,0.00,406.18,23.86,1.00,2016-01-21 23:11:37
18.40,57.10,4540.80,58.00,0.00,403.27,23.86,1.00,2016-01-21 23:12:07
18.40,57.30,4540.80,58.10,0.00,406.24,23.96,1.00,2016-01-21 23:12:37
18.40,57.20,4540.80,58.10,0.00,406.25,23.97,1.00,2016-01-21 23:13:07
18.40,57.20,4540.80,58.00,0.00,406.40,23.98,1.00,2016-01-21 23:13:37
18.40,57.20,4540.80,58.00,0.00,406.33,23.97,1.00,2016-01-21 23:14:07
18.50,57.10,4540.80,57.80,0.00,406.12,23.95,1.00,2016-01-21 23:14:37
18.40,57.10,4540.80,57.60,0.00,406.35,23.98,1.00,2016-01-21 23:15:07
18.40,57.10,4540.80,57.70,0.00,402.61,23.97,1.00,2016-01-21 23:15:37
18.40,57.20,4540.80,57.70,0.00,405.79,23.97,1.00,2016-01-21 23:16:07
18.40,57.20,4540.80,57.70,0.00,406.23,23.96,1.00,2016-01-21 23:16:38
18.40,57.20,4540.80,57.60,0.00,405.90,23.97,1.00,2016-01-21 23:17:08
18.40,57.20,4540.80,57.70,0.00,406.24,23.96,1.00,2016-01-21 23:17:38
18.40,57.10,4540.80,57.70,0.00,403.12,23.96,1.00,2016-01-21 23:18:08
18.30,57.30,4540.80,57.70,0.00,403.11,23.96,1.00,2016-01-21 23:18:38
18.30,57.30,4540.80,57.70,0.00,405.85,23.96,1.00,2016-01-21 23:19:08
18.30,57.30,4540.80,57.60,0.00,404.23,23.97,1.00,2016-01-21 23:19:38
18.30,57.30,4540.80,57.70,0.00,403.11,23.96,1.00,2016-01-21 23:20:08
18.40,57.30,4540.80,57.70,0.00,406.22,23.97,1.00,2016-01-21 23:20:38
18.30,57.30,4540.80,57.70,0.00,406.20,24.07,1.00,2016-01-21 23:21:08
18.30,57.20,4540.80,57.70,0.00,400.30,24.06,1.00,2016-01-21 23:21:38
18.30,57.40,4540.80,57.70,0.00,405.88,24.06,1.00,2016-01-21 23:22:08
18.30,57.30,4540.80,57.70,0.00,406.27,24.07,1.00,2016-01-21 23:22:39
18.30,57.30,4540.80,57.70,0.00,404.11,24.08,1.00,2016-01-21 23:23:09
18.20,57.50,4540.80,57.70,0.00,403.11,24.07,1.00,2016-01-21 23:23:39
18.20,57.50,4540.80,57.70,0.00,406.28,24.15,1.00,2016-01-21 23:24:09
18.20,57.50,4540.80,57.70,0.00,406.15,24.19,1.00,2016-01-21 23:24:39
18.20,57.50,4540.80,57.70,0.00,403.10,24.18,1.00,2016-01-21 23:25:09
18.30,57.40,4540.80,57.70,0.00,406.28,24.19,1.00,2016-01-21 23:25:39
18.30,57.30,4540.80,57.70,0.00,406.23,24.19,1.00,2016-01-21 23:26:09
18.40,57.20,4540.80,57.60,0.00,406.30,24.19,1.00,2016-01-21 23:26:39
18.30,57.20,4540.80,57.70,0.00,406.17,24.18,1.00,2016-01-21 23:27:09
18.30,57.10,4540.80,57.70,0.00,403.10,24.18,1.00,2016-01-21 23:27:39
18.30,57.20,4540.80,57.70,0.00,403.09,24.18,1.00,2016-01-21 23:28:09
18.30,57.20,4540.80,57.30,0.00,406.14,24.18,1.00,2016-01-21 23:28:39
18.30,57.20,4540.80,57.70,0.00,403.11,24.18,1.00,2016-01-21 23:29:10
18.30,57.30,4540.80,57.20,0.00,406.32,24.19,1.00,2016-01-21 23:29:40
18.30,57.30,4540.80,57.30,0.00,406.22,24.19,1.00,2016-01-21 23:30:10
18.30,57.30,4540.80,57.20,0.00,405.46,24.20,1.00,2016-01-21 23:30:40
18.30,57.30,4540.80,57.30,0.00,406.24,24.19,1.00,2016-01-21 23:31:10
18.30,57.20,4540.80,57.30,0.00,405.71,24.18,1.00,2016-01-21 23:31:40
18.30,57.20,4540.80,57.30,0.00,406.22,24.19,1.00,2016-01-21 23:32:10
18.30,57.20,4540.80,57.30,0.00,406.18,24.20,1.00,2016-01-21 23:32:40
18.30,57.30,4540.80,57.40,0.00,406.10,24.27,1.00,2016-01-21 23:33:10
18.30,57.30,4540.80,57.30,0.00,406.18,24.29,1.00,2016-01-21 23:33:40
18.30,57.30,4540.80,57.20,0.00,406.12,24.31,1.00,2016-01-21 23:34:10
18.30,57.30,4540.80,57.40,0.00,405.97,24.29,1.00,2016-01-21 23:34:40
18.30,57.20,4540.80,57.30,0.00,403.14,24.18,1.00,2016-01-21 23:35:11
18.20,57.20,4540.80,57.30,0.00,403.12,24.18,1.00,2016-01-21 23:35:41
18.20,57.40,4540.80,57.30,0.00,406.17,24.30,1.00,2016-01-21 23:36:11
18.30,57.30,4540.80,57.30,0.00,403.25,24.30,1.00,2016-01-21 23:36:41
18.30,57.30,4540.80,57.20,0.00,403.49,24.31,1.00,2016-01-21 23:37:11
18.20,57.30,4540.80,57.30,0.00,403.15,24.26,1.00,2016-01-21 23:37:41
18.30,57.20,4540.80,57.30,0.00,404.02,24.30,1.00,2016-01-21 23:38:11
18.30,57.20,4540.80,57.30,0.00,405.95,24.30,1.00,2016-01-21 23:38:41
18.30,57.20,4540.80,57.40,0.00,404.72,24.29,1.00,2016-01-21 23:39:11
18.30,57.20,4540.80,57.30,0.00,406.23,24.30,1.00,2016-01-21 23:39:41
18.30,57.20,4540.80,57.40,0.00,404.98,24.29,1.00,2016-01-21 23:40:11
18.30,57.10,4540.80,57.30,0.00,406.16,24.30,1.00,2016-01-21 23:40:41
18.30,57.10,4540.80,57.30,0.00,406.14,24.30,1.00,2016-01-21 23:41:11
18.30,57.10,4540.80,57.30,0.00,406.27,24.38,1.00,2016-01-21 23:41:42
18.30,57.10,4540.80,57.30,0.00,406.17,24.42,1.00,2016-01-21 23:42:12
18.30,57.00,4540.80,57.40,0.00,405.85,24.41,1.00,2016-01-21 23:42:42
18.30,57.10,4540.80,57.30,0.00,406.14,24.41,1.00,2016-01-21 23:43:12
18.20,57.20,4540.80,57.30,0.00,403.07,24.33,1.00,2016-01-21 23:43:42
18.20,57.30,4540.80,57.30,0.00,403.19,24.42,1.00,2016-01-21 23:44:12
18.20,57.30,4540.80,57.30,0.00,406.22,24.42,1.00,2016-01-21 23:44:42
18.20,57.30,4540.80,56.90,0.00,406.10,24.41,1.00,2016-01-21 23:45:12
18.20,57.30,4540.80,56.90,0.00,406.18,24.42,1.00,2016-01-21 23:45:42
18.20,57.30,4540.80,56.80,0.00,406.19,24.43,1.00,2016-01-21 23:46:12
18.20,57.30,4540.80,56.80,0.00,405.83,24.42,1.00,2016-01-21 23:46:42
18.20,57.30,4540.80,57.00,0.00,402.98,24.40,1.00,2016-01-21 23:47:12
18.20,57.30,4540.80,56.80,0.00,406.32,24.43,1.00,2016-01-21 23:47:43
18.20,57.30,4540.80,56.90,0.00,405.98,24.42,1.00,2016-01-21 23:48:13
18.20,57.30,4540.80,56.90,0.00,406.17,24.42,1.00,2016-01-21 23:48:43
18.20,57.30,4540.80,56.90,0.00,404.06,24.42,1.00,2016-01-21 23:49:13
18.20,57.30,4540.80,56.90,0.00,405.87,24.42,1.00,2016-01-21 23:49:43
18.20,57.30,4540.80,56.80,0.00,406.21,24.43,1.00,2016-01-21 23:50:13
18.10,57.40,4540.80,56.90,0.00,403.12,24.41,1.00,2016-01-21 23:50:43
18.20,57.40,4540.80,56.90,0.00,406.12,24.41,1.00,2016-01-21 23:51:13
18.20,57.30,4540.80,56.90,0.00,403.95,24.45,1.00,2016-01-21 23:51:43
18.20,57.20,4540.80,56.80,0.00,405.79,24.48,1.00,2016-01-21 23:52:13
18.20,57.20,4540.80,56.90,0.00,403.08,24.41,1.00,2016-01-21 23:52:43
18.20,57.20,4540.80,56.90,0.00,403.13,24.42,1.00,2016-01-21 23:53:13
18.20,57.30,4540.80,57.00,0.00,405.51,24.52,1.00,2016-01-21 23:53:43
18.10,57.40,4540.80,57.00,0.00,403.02,24.52,1.00,2016-01-21 23:54:14
18.20,57.40,4540.80,56.90,0.00,403.11,24.50,1.00,2016-01-21 23:54:44
18.10,57.40,4540.80,56.90,0.00,403.20,24.54,1.00,2016-01-21 23:55:14
18.10,57.50,4540.80,56.80,0.00,403.21,24.54,1.00,2016-01-21 23:55:44
18.10,57.60,4540.80,56.90,0.00,403.07,24.53,1.00,2016-01-21 23:56:14
18.10,57.50,4540.80,57.00,0.00,403.01,24.46,1.00,2016-01-21 23:56:44
18.00,57.60,4540.80,56.80,0.00,403.27,24.53,1.00,2016-01-21 23:57:14
18.00,57.60,4540.80,57.00,0.00,403.04,24.53,1.00,2016-01-21 23:57:44
18.00,57.70,4540.80,56.90,0.00,403.08,24.53,1.00,2016-01-21 23:58:14
18.10,57.50,4540.80,56.80,0.00,403.23,24.55,1.00,2016-01-21 23:58:44
18.10,57.50,4540.80,56.90,0.00,403.07,24.53,1.00,2016-01-21 23:59:14
18.10,57.40,4540.80,56.90,0.00,403.11,24.53,1.00,2016-01-21 23:59:44
18.00,57.50,4540.80,56.50,0.00,403.03,24.52,1.00,2016-01-22 00:00:14
18.00,57.60,4540.80,56.40,0.00,403.19,24.54,1.00,2016-01-22 00:00:45
18.00,57.60,4540.80,56.50,0.00,403.11,24.53,1.00,2016-01-22 00:01:15
18.00,57.60,4540.80,56.50,0.00,403.13,24.54,1.00,2016-01-22 00:01:45
18.10,57.50,4540.80,56.40,0.00,403.17,24.54,1.00,2016-01-22 00:02:15
18.10,57.50,4540.80,56.50,0.00,403.09,24.53,1.00,2016-01-22 00:02:45
18.10,57.50,4540.80,56.50,0.00,403.15,24.54,1.00,2016-01-22 00:03:15
18.10,57.40,4540.80,56.40,0.00,403.26,24.55,1.00,2016-01-22 00:03:45
18.00,57.50,4540.80,56.40,0.00,403.17,24.54,1.00,2016-01-22 00:04:15
18.00,57.60,4540.80,56.50,0.00,403.16,24.54,1.00,2016-01-22 00:04:45
18.00,57.60,4540.80,56.50,0.00,403.12,24.53,1.00,2016-01-22 00:05:15
18.10,57.50,4540.80,56.40,0.00,403.20,24.54,1.00,2016-01-22 00:05:45
18.00,57.50,4540.80,56.40,0.00,403.20,24.54,1.00,2016-01-22 00:06:15
18.00,57.50,4540.80,56.50,0.00,400.09,24.54,1.00,2016-01-22 00:06:46
18.00,57.60,4540.80,56.50,0.00,403.06,24.53,1.00,2016-01-22 00:07:16
18.00,57.60,4540.80,56.40,0.00,403.24,24.55,1.00,2016-01-22 00:07:46
18.00,57.50,4540.80,56.50,0.00,403.04,24.53,1.00,2016-01-22 00:08:16
18.00,57.70,4540.80,56.50,0.00,403.15,24.54,1.00,2016-01-22 00:08:46
17.90,57.60,4540.80,56.50,0.00,400.09,24.53,1.00,2016-01-22 00:09:16
18.00,57.70,4540.80,56.50,0.00,403.13,24.54,1.00,2016-01-22 00:09:46
18.00,57.60,4540.80,56.00,0.00,403.07,24.53,1.00,2016-01-22 00:10:16
17.90,57.80,4540.80,56.00,0.00,403.08,24.55,1.00,2016-01-22 00:10:46
18.00,57.70,4540.80,56.00,0.00,400.21,24.54,1.00,2016-01-22 00:11:16
17.90,57.70,4540.80,56.00,0.00,400.10,24.53,1.00,2016-01-22 00:11:46
17.90,57.80,4540.80,56.00,0.00,403.17,24.55,1.00,2016-01-22 00:12:16
17.90,57.80,4540.80,56.00,0.00,403.03,24.55,1.00,2016-01-22 00:12:46
18.00,57.70,4540.80,56.00,0.00,403.22,24.61,1.00,2016-01-22 00:13:17
17.90,57.70,4540.80,56.00,0.00,400.19,24.54,1.00,2016-01-22 00:13:47
17.90,57.80,4540.80,56.00,0.00,403.20,24.58,1.00,2016-01-22 00:14:17
17.90,57.80,4540.80,56.00,0.00,403.23,24.66,1.00,2016-01-22 00:14:47
17.90,57.80,4540.80,55.90,0.00,403.36,24.68,1.00,2016-01-22 00:15:17
17.90,57.70,4540.80,56.00,0.00,400.11,24.65,1.00,2016-01-22 00:15:47
17.90,57.90,4540.80,56.00,0.00,403.05,24.65,1.00,2016-01-22 00:16:17
17.90,57.80,4540.80,56.00,0.00,400.04,24.65,1.00,2016-01-22 00:16:47
17.90,57.70,4540.80,56.00,0.00,403.13,24.65,1.00,2016-01-22 00:17:17
17.90,57.70,4540.80,56.10,0.00,400.58,24.64,1.00,2016-01-22 00:17:47
17.90,57.70,4540.80,55.60,0.00,400.69,24.64,1.00,2016-01-22 00:18:17
17.90,57.70,4540.80,55.50,0.00,403.24,24.67,1.00,2016-01-22 00:18:47
18.00,57.60,4540.80,55.60,0.00,402.97,24.65,1.00,2016-01-22 00:19:18
17.90,57.70,4540.80,55.50,0.00,403.19,24.66,1.00,2016-01-22 00:19:48
17.90,57.70,4540.80,55.60,0.00,402.90,24.65,1.00,2016-01-22 00:20:18
17.90,57.80,4540.80,55.60,0.00,400.02,24.65,1.00,2016-01-22 00:20:48
17.80,57.80,4540.80,55.60,0.00,400.08,24.65,1.00,2016-01-22 00:21:18
17.80,58.00,4540.80,55.50,0.00,400.50,24.66,1.00,2016-01-22 00:21:48
17.90,57.90,4540.80,55.50,0.00,400.19,24.66,1.00,2016-01-22 00:22:18
17.80,57.90,4540.80,55.50,0.00,400.12,24.66,1.00,2016-01-22 00:22:48
17.90,57.90,4540.80,55.60,0.00,400.07,24.65,1.00,2016-01-22 00:23:18
17.90,57.70,4540.80,55.60,0.00,400.02,24.65,1.00,2016-01-22 00:23:48
17.80,57.90,4540.80,55.50,0.00,400.14,24.77,1.00,2016-01-22 00:24:18
17.90,57.80,4540.80,55.20,0.00,400.00,24.65,1.00,2016-01-22 00:24:48
17.80,57.80,4540.80,55.00,0.00,397.24,24.67,1.00,2016-01-22 00:25:18
17.80,57.90,4540.80,55.20,0.00,400.07,24.65,1.00,2016-01-22 00:25:49
17.80,58.00,4540.80,55.20,0.00,399.99,24.64,1.00,2016-01-22 00:26:19
17.80,57.90,4540.80,55.20,0.00,400.02,24.65,1.00,2016-01-22 00:26:49
17.90,57.80,4540.80,55.30,0.00,399.92,24.64,1.00,2016-01-22 00:27:19
17.80,57.90,4540.80,55.10,0.00,400.17,24.75,1.00,2016-01-22 00:27:49
17.80,57.90,4540.80,55.20,0.00,400.07,24.77,1.00,2016-01-22 00:28:19
17.80,58.00,4540.80,54.80,0.00,400.04,24.77,1.00,2016-01-22 00:28:49
17.80,57.90,4540.80,54.70,0.00,400.18,24.66,1.00,2016-01-22 00:29:19
17.80,57.90,4540.80,54.80,0.00,400.04,24.68,1.00,2016-01-22 00:29:49
17.80,57.80,4540.80,54.70,0.00,400.20,24.67,1.00,2016-01-22 00:30:19
17.80,57.80,4540.80,54.70,0.00,400.14,24.77,1.00,2016-01-22 00:30:49
17.80,57.80,4540.80,54.60,0.00,400.33,24.68,1.00,2016-01-22 00:31:19
17.80,57.80,4540.80,54.70,0.00,400.19,24.66,1.00,2016-01-22 00:31:50
17.80,57.80,4540.80,54.70,0.00,400.10,24.77,1.00,2016-01-22 00:32:20
17.90,57.70,4540.80,54.30,0.00,400.18,24.78,1.00,2016-01-22 00:32:50
17.80,57.90,4540.80,54.30,0.00,400.06,24.77,1.00,2016-01-22 00:33:20
17.80,58.00,4540.80,54.30,0.00,400.12,24.78,1.00,2016-01-22 00:33:50
17.70,58.10,4540.80,54.30,0.00,397.16,24.78,1.00,2016-01-22 00:34:20
17.70,58.10,4540.80,54.40,0.00,397.21,24.77,1.00,2016-01-22 00:34:50
17.70,58.20,4540.80,54.30,0.00,400.08,24.77,1.00,2016-01-22 00:35:20
17.70,58.20,4540.80,53.90,0.00,400.09,24.77,1.00,2016-01-22 00:35:50
17.70,58.10,4540.80,54.00,0.00,399.88,24.75,1.00,2016-01-22 00:36:20
17.80,58.00,4540.80,54.00,0.00,400.01,24.76,1.00,2016-01-22 00:36:50
17.80,57.90,4540.80,53.90,0.00,400.08,24.77,1.00,2016-01-22 00:37:20
17.80,57.80,4540.80,53.90,0.00,400.13,24.78,1.00,2016-01-22 00:37:50
17.80,57.80,4540.80,53.40,0.00,400.17,24.78,1.00,2016-01-22 00:38:21
17.80,57.90,4540.80,53.50,0.00,400.14,24.78,1.00,2016-01-22 00:38:51
17.80,57.80,4540.80,53.50,0.00,397.27,24.78,1.00,2016-01-22 00:39:21
17.80,57.80,4540.80,53.50,0.00,397.80,24.78,1.00,2016-01-22 00:39:51
17.80,57.70,4540.80,53.00,0.00,399.68,24.77,1.00,2016-01-22 00:40:21
17.70,58.00,4540.80,53.00,0.00,399.61,24.85,1.00,2016-01-22 00:40:51
17.70,58.10,4540.80,53.00,0.00,398.80,24.85,1.00,2016-01-22 00:41:21
17.60,58.20,4540.80,53.00,0.00,397.16,24.85,1.00,2016-01-22 00:41:51
17.80,58.00,4540.80,52.60,0.00,397.54,24.86,1.00,2016-01-22 00:42:21
17.70,57.90,4540.80,52.70,0.00,395.71,24.84,1.00,2016-01-22 00:42:51
17.80,57.90,4540.80,52.60,0.00,397.09,24.86,1.00,2016-01-22 00:43:21
17.80,57.80,4540.80,52.10,0.00,397.22,24.87,1.00,2016-01-22 00:43:51
17.80,57.90,4540.80,52.20,0.00,397.02,24.85,1.00,2016-01-22 00:44:22
17.70,58.00,4540.80,52.10,0.00,397.14,24.86,1.00,2016-01-22 00:44:52
17.70,57.90,4540.80,52.20,0.00,397.10,24.86,1.00,2016-01-22 00:45:22
17.70,57.90,4540.80,51.80,0.00,397.04,24.85,1.00,2016-01-22 00:45:52
17.80,57.80,4540.80,51.80,0.00,397.05,24.85,1.00,2016-01-22 00:46:22
17.80,57.70,4540.80,51.40,0.00,397.00,24.85,1.00,2016-01-22 00:46:52
17.70,57.90,4540.80,51.40,0.00,397.02,24.89,1.00,2016-01-22 00:47:22
17.60,58.10,4540.80,51.30,0.00,397.12,24.97,1.00,2016-01-22 00:47:52
17.60,58.30,4540.80,50.90,0.00,397.19,24.98,1.00,2016-01-22 00:48:22
17.60,58.20,4540.80,50.90,0.00,397.17,24.98,1.00,2016-01-22 00:48:52
17.60,58.20,4540.80,50.90,0.00,396.27,24.86,1.00,2016-01-22 00:49:22
17.60,58.30,4540.80,50.40,0.00,397.19,24.87,1.00,2016-01-22 00:49:52
17.60,58.30,4540.80,50.50,0.00,397.10,24.98,1.00,2016-01-22 00:50:22
17.50,58.40,4540.80,50.30,0.00,397.42,25.01,1.00,2016-01-22 00:50:53
17.60,58.30,4540.80,50.00,0.00,397.21,24.99,1.00,2016-01-22 00:51:23
17.60,58.20,4540.80,50.00,0.00,397.26,24.99,1.00,2016-01-22 00:51:53
17.70,58.10,4540.80,49.50,0.00,394.38,25.00,1.00,2016-01-22 00:52:23
17.50,58.30,4540.80,49.50,0.00,397.25,24.99,1.00,2016-01-22 00:52:53
17.60,58.10,4540.80,49.60,0.00,397.07,24.97,1.00,2016-01-22 00:53:23
17.70,58.00,4540.80,49.10,0.00,397.21,24.99,1.00,2016-01-22 00:53:53
17.70,58.00,4540.80,49.10,0.00,397.15,24.98,1.00,2016-01-22 00:54:23
17.60,58.10,4540.80,48.60,0.00,397.32,25.00,1.00,2016-01-22 00:54:53
17.60,58.10,4540.80,48.70,0.00,394.17,24.98,1.00,2016-01-22 00:55:23
17.70,58.00,4540.80,48.30,0.00,397.22,24.99,1.00,2016-01-22 00:55:53
17.60,58.10,4540.80,48.30,0.00,397.20,24.99,1.00,2016-01-22 00:56:23
17.60,58.10,4540.80,48.20,0.00,396.43,25.00,1.00,2016-01-22 00:56:54
17.60,58.00,4540.80,47.90,0.00,395.81,24.98,1.00,2016-01-22 00:57:24
17.60,58.20,4540.80,47.70,0.00,394.72,25.00,1.00,2016-01-22 00:57:54
17.70,58.00,4540.80,47.40,0.00,394.35,25.00,1.00,2016-01-22 00:58:24
17.70,58.00,4540.80,47.50,0.00,394.13,24.97,1.00,2016-01-22 00:58:54
17.70,57.90,4540.80,47.00,0.00,394.19,24.98,1.00,2016-01-22 00:59:24
17.70,57.90,4540.80,47.00,0.00,394.24,24.99,1.00,2016-01-22 00:59:54
17.70,58.00,4540.80,46.60,0.00,394.88,24.98,1.00,2016-01-22 01:00:24
17.80,57.80,4540.80,46.50,0.00,396.30,25.00,1.00,2016-01-22 01:00:54
17.70,57.80,4540.80,46.10,0.00,394.27,25.09,1.00,2016-01-22 01:01:24
17.60,57.90,4540.80,46.20,0.00,394.15,24.98,1.00,2016-01-22 01:01:54
17.60,58.00,4540.80,45.80,0.00,394.08,24.97,1.00,2016-01-22 01:02:24
17.70,58.00,4540.80,45.30,0.00,394.20,25.01,1.00,2016-01-22 01:02:54
17.70,57.90,4540.80,45.10,0.00,394.45,25.04,1.00,2016-01-22 01:03:25
17.70,57.90,4540.80,44.80,0.00,394.36,25.11,1.00,2016-01-22 01:03:55
17.60,58.10,4540.80,44.80,0.00,394.31,25.11,1.00,2016-01-22 01:04:25
17.60,58.00,4540.80,44.50,0.00,394.21,25.01,1.00,2016-01-22 01:04:55
17.60,58.10,4540.80,44.40,0.00,394.37,25.10,1.00,2016-01-22 01:05:25
17.60,58.10,4540.80,44.00,0.00,394.24,25.11,1.00,2016-01-22 01:05:55
